Test army
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
InfantryUnit,Footman,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
CavalryUnit,Cavalry,100
